Título,Resumo,Ano,Link,Fonte,Categoria_Ancora,Ancoras_Mencionadas,Categoria_Tecnica,Termos_Tecnicos,Score_Elite
Why is my Zelle payment taking so long? Receive Money via Zelle,,0,https://doi.org/10.55277/researchhub.1jkxoeto,Crossref,Pagamentos_Instantaneos_Varejo,Zelle payment,Coringa_Comparativo,,0.0
FedNow: Evaluating the Benefits and Risks of the Federal Reserve's Instant Payment System,,0,https://doi.org/10.2139/ssrn.4939516,Crossref,Pagamentos_Instantaneos_Varejo,FedNow,Coringa_Comparativo,,0.0
Is there an issue with Zelle right now? Check Zelle Payment Status,,0,https://doi.org/10.55277/researchhub.qyxb3ecm,Crossref,Pagamentos_Instantaneos_Varejo,Zelle payment,Coringa_Comparativo,,0.0
Is it safe to accept Zelle payment from strangers? Dispute Zelle Transaction,,0,https://doi.org/10.55277/researchhub.5uyoet44,Crossref,Pagamentos_Instantaneos_Varejo,Zelle payment,Coringa_Comparativo,,0.0
Deep Learning-Based Framework for UPI Payment Fraud Detection,,0,https://doi.org/10.2139/ssrn.5994557,Crossref,Pagamentos_Instantaneos_Varejo,UPI payment,Coringa_Comparativo,framework,0.0
Can I get my money back if I Zelle a scammer? Check Zelle Payment Status,,0,https://doi.org/10.55277/researchhub.857hljke,Crossref,Pagamentos_Instantaneos_Varejo,Zelle payment,Coringa_Comparativo,,0.0
UPI Payment: Standerdizing Its Usage in Diverse States,,0,https://doi.org/10.64643/jatirv2i4-140178-001,Crossref,Pagamentos_Instantaneos_Varejo,UPI payment,Coringa_Comparativo,,0.0
Understanding UPI Payment Adoption Among Rural Women: Insights from the Technology Acceptance Model,,0,https://doi.org/10.2139/ssrn.5081230,Crossref,Pagamentos_Instantaneos_Varejo,UPI payment,Coringa_Comparativo,,0.0
A Study on Consumer Awareness and Protection Behaviour Towards UPI Payment Services in India,,0,https://doi.org/10.55248/gengpi.07.0526.c1140,Crossref,Pagamentos_Instantaneos_Varejo,UPI payment,Coringa_Comparativo,,0.0
A Study on Usage of UPI Payment on Food Delivery Industry - A Case Study of Zomato,,0,https://doi.org/10.55248/gengpi.5.0424.1101,Crossref,Pagamentos_Instantaneos_Varejo,UPI payment,Coringa_Comparativo,,0.0
A Study On Utilization Of Upi Payment Services And Trends,,0,https://doi.org/10.53555/kuey.v30i6(s).5341,Crossref,Pagamentos_Instantaneos_Varejo,UPI payment,Coringa_Comparativo,,0.0
Agentic AI Governance Framework for Real-Time Fraud Detection in Digital Payment Systems: A Multi-Layered Architecture for Financial Security,"<jats:p>The rapid proliferation of digital payment platforms has introduced complex, polymorphic fraud vectors that traditional rulebased detection systems struggle to address in real time. Simultaneously, the emergence of agentic artificial intelligence (AI) systems-autonomous software agents capable of perception, reasoning, and action-presents both transformative opportunities and governance challenges for the financial security domain. This paper proposes a comprehensive Agentic AI Governance Framework (AAGF) designed to orchestrate multi-agent systems for real-time fraud detection while ensuring regulatory compliance, explainability, and auditability. The framework integrates three principal layers: (1) a Perception Layer employing behavioral biometrics and transaction telemetry ingestion, (2) a Reasoning Layer utilizing ensemble models combining graph neural networks (GNNs) with large language model (LLM)-based anomaly reasoning, and (3) a Governance Layer implementing human-in-the-loop oversight, explainable AI (XAI) decision trails, and automated compliance reporting aligned with FinCEN Bank Secrecy Act (BSA) and EU Anti-Money Laundering Directive (AMLD6) requirements. Through architectural analysis and scenario-based evaluation across synthetic payment datasets simulating Faster Payments, FedNow, and UPI-class transaction volumes, we demonstrate that AAGF achieves a projected 91.3% fraud detection rate with a 58% reduction in false positives compared to baseline rule-based approaches, while maintaining full auditability. The paper further addresses the critical gap in AI governance literature by proposing a novel Agent Accountability Matrix (AAM) that maps autonomous decision authority to regulatory responsibility, offering financial institutions a deployable blueprint for responsible AI adoption in payment security infrastructure.</jats:p>",0,https://doi.org/10.22541/au.177145217.78578198/v1,Crossref,Pagamentos_Instantaneos_Varejo,"FedNow, Faster Payments",Coringa_Comparativo,"framework, architecture",0.0
Agentic AI Governance Framework for Real-Time Fraud Detection in Digital Payment Systems: A Multi-Layered Architecture for Financial Security,"<jats:p>The rapid proliferation of digital payment platforms has introduced complex, polymorphic fraud vectors that traditional rulebased detection systems struggle to address in real time. Simultaneously, the emergence of agentic artificial intelligence (AI) systems-autonomous software agents capable of perception, reasoning, and action-presents both transformative opportunities and governance challenges for the financial security domain. This paper proposes a comprehensive Agentic AI Governance Framework (AAGF) designed to orchestrate multi-agent systems for real-time fraud detection while ensuring regulatory compliance, explainability, and auditability. The framework integrates three principal layers: (1) a Perception Layer employing behavioral biometrics and transaction telemetry ingestion, (2) a Reasoning Layer utilizing ensemble models combining graph neural networks (GNNs) with large language model (LLM)-based anomaly reasoning, and (3) a Governance Layer implementing human-in-the-loop oversight, explainable AI (XAI) decision trails, and automated compliance reporting aligned with FinCEN Bank Secrecy Act (BSA) and EU Anti-Money Laundering Directive (AMLD6) requirements. Through architectural analysis and scenario-based evaluation across synthetic payment datasets simulating Faster Payments, FedNow, and UPI-class transaction volumes, we demonstrate that AAGF achieves a projected 91.3% fraud detection rate with a 58% reduction in false positives compared to baseline rule-based approaches, while maintaining full auditability. The paper further addresses the critical gap in AI governance literature by proposing a novel Agent Accountability Matrix (AAM) that maps autonomous decision authority to regulatory responsibility, offering financial institutions a deployable blueprint for responsible AI adoption in payment security infrastructure.</jats:p>",0,https://doi.org/10.2139/ssrn.6242918,Crossref,Pagamentos_Instantaneos_Varejo,"FedNow, Faster Payments",Coringa_Comparativo,"framework, architecture",0.0
